query_struct	6c4sB00	1.710E-10	409	8.600E-01	86	146
query_struct	2ptkA01	6.679E-10	376	8.261E-01	86	147
query_struct	5ob2C00	5.487E-09	363	8.439E-01	89	142
query_struct	6edfA00	3.784E-09	359	8.471E-01	84	145
query_struct	af_Q5TYU7_24_95_2.30.30.40	6.955E-08	329	8.688E-01	87	141
query_struct	af_Q4KM97_39_109_2.30.30.40	1.214E-07	321	8.665E-01	88	142
query_struct	2yt6A01	2.453E-09	317	7.391E-01	84	158
query_struct	af_Q1RLY5_54_110_2.30.30.40	2.256E-07	310	8.631E-01	87	141
query_struct	6nmwA00	2.121E-07	305	8.530E-01	87	146
query_struct	af_O45539_54_111_2.30.30.40	5.048E-07	293	8.329E-01	86	138
query_struct	af_G5EE56_68_128_2.30.30.40	3.940E-07	292	8.436E-01	83	141
query_struct	af_P06239_50_119_2.30.30.40	8.375E-08	289	7.976E-01	77	142
query_struct	af_Q9QY53_149_215_2.30.30.40	5.048E-07	279	8.096E-01	85	145
query_struct	af_F8W3V6_1024_1088_2.30.30.40	6.467E-07	278	8.158E-01	85	146
query_struct	2v1qA00	1.061E-06	275	8.270E-01	85	142
query_struct	af_A0A0R4J755_52_107_2.30.30.40	9.977E-07	271	8.002E-01	85	139
query_struct	af_Q498M5_384_455_2.30.30.40	9.378E-07	271	8.243E-01	86	146
query_struct	af_Q9P0V3_56_113_2.30.30.40	1.447E-06	270	8.136E-01	86	142
query_struct	1rlpC00	4.237E-08	269	6.615E-01	89	143
query_struct	af_Q8BZT2_376_443_2.30.30.40	6.880E-07	266	8.120E-01	79	145
query_struct	1kikA00	1.278E-06	263	7.780E-01	88	144
query_struct	af_Q09822_859_927_2.30.30.40	1.638E-06	258	7.856E-01	86	142
query_struct	af_A1ZAY1_58_117_2.30.30.40	4.147E-06	257	8.338E-01	86	145
query_struct	af_X1WHM4_45_107_2.30.30.40	3.042E-06	255	8.025E-01	87	142
